content,rating,sentiment,original_content,segment_content,_class
畫風 新穎 我 想 這 次 在 最近 當中 出 的 一 款 很 好 的 遊戲 這 種 手遊 雖 沒有 到 不 常見 美中不足 就 是 不能 像 的 遊戲 一樣 直接 無限 元寶 送 每 一 個 地方 都 環環相扣 讓 我 體驗到 遊戲 設計師 的 創意 小巧思 但是 真正 好玩 的 也 不 多 了 而且 人物 和 景色 處理 都 獨樹一格 每 一 個 地方 都 環環相扣 讓 我 體驗到 遊戲 設計師 的 創意 小巧思 非常 耐玩 而且 劇情 引人入勝 在 敘事 的 時間 也 不會 冗長 把握 的 剛剛好 跟 我 以前 玩 的 手遊 完全 不 一樣 是 一 個 有 層次 跟 故事 的 遊戲 搞 得 我 很 想 下 一 秒 就 棄坑 了 希望 官方 能 採納 我 的 建議 就 是 是否 可以 把 開發中 抽到 同 款 重複 裝備 做 一 個 交換 登陸 就 可以 領還 送 全 線 自己 來 調完 爆 所有 玩家 好了 不 說 了 去 玩 劇情 了 這 手遊 很 有 玩頭 畫面 的 感覺 跟 電腦 的 天涯 明月 刀 的 即視感 很 值得 一 玩 雖然 沒有 電腦 的 畫面 那麼 超 全面 但是 最為 一 個 手遊 來 說 畫面 做 的 非常 不錯 了 這 個 遊戲 題材 設定 了 自己 的 選擇 你 的 與 對話 你 會 選擇 一 句 話 會 改變 你 人物 的 性格 和 命運 故事 也 非常 的 豐富 輕功 效果 也 很 不錯 牛 的 手 遊 遊戲格 風格 美觀 喜歡 這 種 戰鬥 設置 玩法 美中不足 就 是 不能 像 的 遊戲 一樣 直接 無限 元寶 送找 手遊 裡面 無需 儲值 就 可以 滿 無限 貨幣 進去 就 先 送 你 神裝 神獸 每 週 都 還 有 很多 活動 禮包 更新 整體 而言 也 沒有 什麼 太 大 的 問題 而且 是 一 種 越 玩 越 上癮 的 遊戲 最近 也 在 試 著 用 別的 方法 玩 這 款 遊戲 看看 哈 哈哈,5,0.148,畫風新穎我想這次在最近當中出的一款很好的遊戲這種手遊雖沒有到不常見美中不足就是不能像的遊戲一樣直接無限元寶送每一個地方都環環相扣讓我體驗到遊戲設計師的創意小巧思但是真正好玩的也不多了而且人物和景色處理都獨樹一格每一個地方都環環相扣讓我體驗到遊戲設計師的創意小巧思非常耐玩而且劇情引人入勝在敘事的時間也不會冗長把握的剛剛好跟我以前玩的手遊完全不一樣是一個有層次跟故事的遊戲搞得我很想下一秒就棄坑了希望官方能採納我的建議就是是否可以把開發中抽到同款重複裝備做一個交換登陸就可以領還送全線自己來調完爆所有玩家好了不說了去玩劇情了這手遊很有玩頭畫面的感覺跟電腦的天涯明月刀的即視感很值得一玩雖然沒有電腦的畫面那麼超全面但是最為一個手遊來說畫面做的非常不錯了這個遊戲題材設定了自己的選擇你的與對話你會選擇一句話會改變你人物的性格和命運故事也非常的豐富輕功效果也很不錯牛的手遊遊戲格風格美觀喜歡這種戰鬥設置玩法美中不足就是不能像的遊戲一樣直接無限元寶送找手遊裡面無需儲值就可以滿無限貨幣進去就先送你神裝神獸每週都還有很多活動禮包更新整體而言也沒有什麼太大的問題而且是一種越玩越上癮的遊戲最近也在試著用別的方法玩這款遊戲看看哈哈哈,"[['畫風', '新穎', '我', '想', '這', '次', '在', '最近', '當中', '出', '的', '一', '款', '很', '好', '的', '遊戲', '這', '種', '手遊', '雖', '沒有', '到', '不', '常見', '美中不足', '就', '是', '不能', '像', '的', '遊戲', '一樣', '直接', '無限', '元寶', '送', '每', '一', '個', '地方', '都', '環環相扣', '讓', '我', '體驗到', '遊戲', '設計師', '的', '創意', '小巧思', '但是', '真正', '好玩', '的', '也', '不', '多', '了', '而且', '人物', '和', '景色', '處理', '都', '獨樹一格', '每', '一', '個', '地方', '都', '環環相扣', '讓', '我', '體驗到', '遊戲', '設計師', '的', '創意', '小巧思', '非常', '耐玩', '而且', '劇情', '引人入勝', '在', '敘事', '的', '時間', '也', '不會', '冗長', '把握', '的', '剛剛好', '跟', '我', '以前', '玩', '的', '手遊', '完全', '不', '一樣', '是', '一', '個', '有', '層次', '跟', '故事', '的', '遊戲', '搞', '得', '我', '很', '想', '下', '一', '秒', '就', '棄坑', '了', '希望', '官方', '能', '採納', '我', '的', '建議', '就', '是', '是否', '可以', '把', '開發中', '抽到', '同', '款', '重複', '裝備', '做', '一', '個', '交換', '登陸', '就', '可以', '領還', '送', '全', '線', '自己', '來', '調完', '爆', '所有', '玩家', '好了', '不', '說', '了', '去', '玩', '劇情', '了', '這', '手遊', '很', '有', '玩頭', '畫面', '的', '感覺', '跟', '電腦', '的', '天涯', '明月', '刀', '的', '即視感', '很', '值得', '一', '玩', '雖然', '沒有', '電腦', '的', '畫面', '那麼', '超', '全面', '但是', '最為', '一', '個', '手遊', '來', '說', '畫面', '做', '的', '非常', '不錯', '了', '這', '個', '遊戲', '題材', '設定', '了', '自己', '的', '選擇', '你', '的', '與', '對話', '你', '會', '選擇', '一', '句', '話', '會', '改變', '你', '人物', '的', '性格', '和', '命運', '故事', '也', '非常', '的', '豐富', '輕功', '效果', '也', '很', '不錯', '牛', '的', '手', '遊', '遊戲格', '風格', '美觀', '喜歡', '這', '種', '戰鬥', '設置', '玩法', '美中不足', '就', '是', '不能', '像', '的', '遊戲', '一樣', '直接', '無限', '元寶', '送找', '手遊', '裡面', '無需', '儲值', '就', '可以', '滿', '無限', '貨幣', '進去', '就', '先', '送', '你', '神裝', '神獸', '每', '週', '都', '還', '有', '很多', '活動', '禮包', '更新', '整體', '而言', '也', '沒有', '什麼', '太', '大', '的', '問題', '而且', '是', '一', '種', '越', '玩', '越', '上癮', '的', '遊戲', '最近', '也', '在', '試', '著', '用', '別的', '方法', '玩', '這', '款', '遊戲', '看看', '哈', '哈哈']]",0
用 聽 閃退 剛剛 更新 完,1,-0.7,用聽閃退剛剛更新完,"[['用', '聽', '閃退', '剛剛', '更新', '完']]",1
好用,5,0.4,好用,[['好用']],0
為什麼 這 個 要 錢 啊,1,-0.3,為什麼這個要錢啊,"[['為什麼', '這', '個', '要', '錢', '啊']]",4
難得 玩 到 這麼 有趣 的 卡牌 遊戲 上 來 點 贊 一下 美中不足 就 是 不能 像 的 遊戲 一樣 直接 無限 元寶 送打 得 不 要不要 首先 這 個 遊戲 不得不 誇 的 是 他 的 美術 他 真的 是 驚艷 到 我 了 還 有 立繪 模型 等等 都 是 無可 挑剔 的 已經 做到 很 棒 了 操作性 很 好 是 因為 卡牌 搭配有 各 種 效果 有 各 種 強度 雖說 有點 難懂 但是 在 新手 關卡 中 的 說明 十分 詳細 我 自己 是 很 快 就 上手 了 所以 新手 關卡 一定 要 看 把 新手 關卡 過完 就 能 大概 會 玩 了 最 難 的 部分 大概 是 組卡吧 現在 沒 什麼 頭緒 但 這 也 是 這 遊戲 好玩 的 地方 總的來說 這 是 一 款 很 棒 的 卡牌 遊戲 各 方面 都 有 兼顧 為什麼 商店街 開啟 也 要 打牌 我 還 以為 進去 就 能夠 買 東西 呢 妖怪 的 世界 還 真是 繁榮 呢 我 常常 想 世界 會不會 有 另 一 面 也許 百聞牌 這 裡面 所 描繪 的 妖怪 的 世界 就 是 我們 所 不 為 人 知 的 一 面 的 很 期待 遊戲 的 後續 更新 和 玩法 啊 有 沒 有 小 夥伴 一起 玩 啊,5,0.14375,難得玩到這麼有趣的卡牌遊戲上來點贊一下美中不足就是不能像的遊戲一樣直接無限元寶送打得不要不要首先這個遊戲不得不誇的是他的美術他真的是驚艷到我了還有立繪模型等等都是無可挑剔的已經做到很棒了操作性很好是因為卡牌搭配有各種效果有各種強度雖說有點難懂但是在新手關卡中的說明十分詳細我自己是很快就上手了所以新手關卡一定要看把新手關卡過完就能大概會玩了最難的部分大概是組卡吧現在沒什麼頭緒但這也是這遊戲好玩的地方總的來說這是一款很棒的卡牌遊戲各方面都有兼顧為什麼商店街開啟也要打牌我還以為進去就能夠買東西呢妖怪的世界還真是繁榮呢我常常想世界會不會有另一面也許百聞牌這裡面所描繪的妖怪的世界就是我們所不為人知的一面的很期待遊戲的後續更新和玩法啊有沒有小夥伴一起玩啊,"[['難得', '玩', '到', '這麼', '有趣', '的', '卡牌', '遊戲', '上', '來', '點', '贊', '一下', '美中不足', '就', '是', '不能', '像', '的', '遊戲', '一樣', '直接', '無限', '元寶', '送打', '得', '不', '要不要', '首先', '這', '個', '遊戲', '不得不', '誇', '的', '是', '他', '的', '美術', '他', '真的', '是', '驚艷', '到', '我', '了', '還', '有', '立繪', '模型', '等等', '都', '是', '無可', '挑剔', '的', '已經', '做到', '很', '棒', '了', '操作性', '很', '好', '是', '因為', '卡牌', '搭配有', '各', '種', '效果', '有', '各', '種', '強度', '雖說', '有點', '難懂', '但是', '在', '新手', '關卡', '中', '的', '說明', '十分', '詳細', '我', '自己', '是', '很', '快', '就', '上手', '了', '所以', '新手', '關卡', '一定', '要', '看', '把', '新手', '關卡', '過完', '就', '能', '大概', '會', '玩', '了', '最', '難', '的', '部分', '大概', '是', '組卡吧', '現在', '沒', '什麼', '頭緒', '但', '這', '也', '是', '這', '遊戲', '好玩', '的', '地方', '總的來說', '這', '是', '一', '款', '很', '棒', '的', '卡牌', '遊戲', '各', '方面', '都', '有', '兼顧', '為什麼', '商店街', '開啟', '也', '要', '打牌', '我', '還', '以為', '進去', '就', '能夠', '買', '東西', '呢', '妖怪', '的', '世界', '還', '真是', '繁榮', '呢', '我', '常常', '想', '世界', '會不會', '有', '另', '一', '面', '也許', '百聞牌', '這', '裡面', '所', '描繪', '的', '妖怪', '的', '世界', '就', '是', '我們', '所', '不', '為', '人', '知', '的', '一', '面', '的', '很', '期待', '遊戲', '的', '後續', '更新', '和', '玩法', '啊', '有', '沒', '有', '小', '夥伴', '一起', '玩', '啊']]",0
最近 半 年 常常 撥到 一半 就 不會 撥 了 客服 人員 說 的 根本 無效 幾百 年 前 早 就 把 設成 允許 背後 執行,1,-0.3,最近半年常常撥到一半就不會撥了客服人員說的根本無效幾百年前早就把設成允許背後執行,"[['最近', '半', '年', '常常', '撥到', '一半', '就', '不會', '撥', '了', '客服', '人員', '說', '的', '根本', '無效', '幾百', '年', '前', '早', '就', '把', '設成', '允許', '背後', '執行']]",2
有的 歌曲 是 爛音質難 受,1,0,有的歌曲是爛音質難受,"[['有的', '歌曲', '是', '爛', '音質', '難受']]",4
方便 好用 容易 上手,5,0.4333333333,方便好用容易上手,"[['方便', '好用', '容易', '上手']]",0
為什麼 的 用戶 跟 用戶 的 介面 不 一樣 我 也 想要 黑底 啊 還 有 最 下面 的 選單 功能 為什麼 也 沒有 找 個 東西 找 很 久 才 發現 在 左上角 的 三 條 線 裡 為什麼 一樣 付費 使用 界面 卻 差別 待遇,3,-0.26,為什麼的用戶跟用戶的介面不一樣我也想要黑底啊還有最下面的選單功能為什麼也沒有找個東西找很久才發現在左上角的三條線裡為什麼一樣付費使用界面卻差別待遇,"[['為什麼', '的', '用戶', '跟', '用戶', '的', '介面', '不', '一樣', '我', '也', '想要', '黑底', '啊', '還', '有', '最', '下面', '的', '選單', '功能', '為什麼', '也', '沒有', '找', '個', '東西', '找', '很', '久', '才', '發現', '在', '左上角', '的', '三', '條', '線', '裡', '為什麼', '一樣', '付費', '使用', '界面', '卻', '差別', '待遇']]",0
真的 很 好,5,0.3,真的很好,"[['真的', '很', '好']]",0
雞白,1,0,雞白,[['雞白']],4
好聽,5,0.5,好聽,[['好聽']],0
最近 歌曲 大小聲 無法 平衡 一 首 歌曲 內 音量 不一 不 知道 是 歌曲 本身 還是 平臺 問題 換 歌 時 音量 也 有 大小聲 差異,2,-0.35,最近歌曲大小聲無法平衡一首歌曲內音量不一不知道是歌曲本身還是平臺問題換歌時音量也有大小聲差異,"[['最近', '歌曲', '大小聲', '無法', '平衡', '一', '首', '歌曲', '內', '音量', '不一', '不', '知道', '是', '歌曲', '本身', '還是', '平臺', '問題', '換', '歌', '時', '音量', '也', '有', '大小聲', '差異']]",4
人 還是 比較 喜歡 的 從來 沒有 玩 過 這麼 久 的 手機 遊戲 聽說 去 到 網址 能 玩 滿 元寶 無限版 進入 遊戲 就 全部 道具 資源 都 無限 用 超爽 的 好幾千 款 滿 版 超級 好玩 的 又 不用 充 錢 離線 獎勵 獎勵 非常 之 多 送到 你 吐玩 起來 什麼 不 開心 的 都 忘記 了 聊天 也 能 拿 元寶 還 去 找 你 的 另一半 吧 一直 玩下去 隱藏 在 遊戲 中 的 祕密 突出 了 遊戲 中 冒險 要素 獲得 裝備 也 是 有趣 的 地方 之 一 雖然 遊戲 很 簡單 還是 有 種 莫名其妙 的 投入感 遊戲 節奏 很 讓 人 上手 喜歡 暗黑 的 玩家 可以 玩 一下 老 遊戲 還是 有 人 玩 的話 還是 有 些 理由 的 我 是 女生 雖然 我 玩 這 個 技術 教 九流 的 遊戲 有 天壤之別 開發 者 的 匠心 精神 值得 我們 敬佩 也 很 感謝 開發 者 資源 道具 都 是 直接 無限 的 還 有 很多 遊戲 無限版 能 挑 超爽 的 阿打開來 是 熟悉 的 畫面 都 痛哭流涕 了 我 超級 開心 李逍遙 還是 舊版 的 帥 啊 新仙劍 時 整 個 變成 小 白 臉 我 都 無 愛 了 底下 很多 人 反饋 操作 問題 但 不 知道 是 不 是 之前 有 更新 過 我 這邊 打開 方向 操控 圓盤 的 情況 下 操作 上 沒有 什麼 問題 搜 寶 走路 都 很 順暢 跟 以前 用 電腦 操作 感覺 差異 不大 非常 感謝 大宇 當年 經典 創作 陪 我 渡過 童年 時光 現在 做 了 手機版 讓 我 回溫 最 美 的 舊愛 這 手遊 很 有 玩頭 畫面 的 感覺 跟 電腦 的 天涯 明月 刀,5,0.237037037,人還是比較喜歡的從來沒有玩過這麼久的手機遊戲聽說去到網址能玩滿元寶無限版進入遊戲就全部道具資源都無限用超爽的好幾千款滿版超級好玩的又不用充錢離線獎勵獎勵非常之多送到你吐玩起來什麼不開心的都忘記了聊天也能拿元寶還去找你的另一半吧一直玩下去隱藏在遊戲中的祕密突出了遊戲中冒險要素獲得裝備也是有趣的地方之一雖然遊戲很簡單還是有種莫名其妙的投入感遊戲節奏很讓人上手喜歡暗黑的玩家可以玩一下老遊戲還是有人玩的話還是有些理由的我是女生雖然我玩這個技術教九流的遊戲有天壤之別開發者的匠心精神值得我們敬佩也很感謝開發者資源道具都是直接無限的還有很多遊戲無限版能挑超爽的阿打開來是熟悉的畫面都痛哭流涕了我超級開心李逍遙還是舊版的帥啊新仙劍時整個變成小白臉我都無愛了底下很多人反饋操作問題但不知道是不是之前有更新過我這邊打開方向操控圓盤的情況下操作上沒有什麼問題搜寶走路都很順暢跟以前用電腦操作感覺差異不大非常感謝大宇當年經典創作陪我渡過童年時光現在做了手機版讓我回溫最美的舊愛這手遊很有玩頭畫面的感覺跟電腦的天涯明月刀,"[['人', '還是', '比較', '喜歡', '的', '從來', '沒有', '玩', '過', '這麼', '久', '的', '手機', '遊戲', '聽說', '去', '到', '網址', '能', '玩', '滿', '元寶', '無限版', '進入', '遊戲', '就', '全部', '道具', '資源', '都', '無限', '用', '超爽', '的', '好幾千', '款', '滿', '版', '超級', '好玩', '的', '又', '不用', '充', '錢', '離線', '獎勵', '獎勵', '非常', '之', '多', '送到', '你', '吐玩', '起來', '什麼', '不', '開心', '的', '都', '忘記', '了', '聊天', '也', '能', '拿', '元寶', '還', '去', '找', '你', '的', '另一半', '吧', '一直', '玩下去', '隱藏', '在', '遊戲', '中', '的', '祕密', '突出', '了', '遊戲', '中', '冒險', '要素', '獲得', '裝備', '也', '是', '有趣', '的', '地方', '之', '一', '雖然', '遊戲', '很', '簡單', '還是', '有', '種', '莫名其妙', '的', '投入感', '遊戲', '節奏', '很', '讓', '人', '上手', '喜歡', '暗黑', '的', '玩家', '可以', '玩', '一下', '老', '遊戲', '還是', '有', '人', '玩', '的話', '還是', '有', '些', '理由', '的', '我', '是', '女生', '雖然', '我', '玩', '這', '個', '技術', '教', '九流', '的', '遊戲', '有', '天壤之別', '開發', '者', '的', '匠心', '精神', '值得', '我們', '敬佩', '也', '很', '感謝', '開發', '者', '資源', '道具', '都', '是', '直接', '無限', '的', '還', '有', '很多', '遊戲', '無限版', '能', '挑', '超爽', '的', '阿打開來', '是', '熟悉', '的', '畫面', '都', '痛哭流涕', '了', '我', '超級', '開心', '李逍遙', '還是', '舊版', '的', '帥', '啊', '新仙劍', '時', '整', '個', '變成', '小', '白', '臉', '我', '都', '無', '愛', '了', '底下', '很多', '人', '反饋', '操作', '問題', '但', '不', '知道', '是', '不', '是', '之前', '有', '更新', '過', '我', '這邊', '打開', '方向', '操控', '圓盤', '的', '情況', '下', '操作', '上', '沒有', '什麼', '問題', '搜', '寶', '走路', '都', '很', '順暢', '跟', '以前', '用', '電腦', '操作', '感覺', '差異', '不大', '非常', '感謝', '大宇', '當年', '經典', '創作', '陪', '我', '渡過', '童年', '時光', '現在', '做', '了', '手機版', '讓', '我', '回溫', '最', '美', '的', '舊愛', '這', '手遊', '很', '有', '玩頭', '畫面', '的', '感覺', '跟', '電腦', '的', '天涯', '明月', '刀']]",0
